"LOCAL_AIRPORT","AIRLINE_CODE","FLIGHT_NUMBER","FREQUENCY","ARRIVAL_DEPARTURE_FLAG","SOURCE_DESTINATION","SCHED_TIME","TIME_ZONE","EFF_DT_FROM","EFF_DT_TILL"
"BOM","S2","4338","1234567","1","RAJ","1935","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","S2","4490","1234567","1","RAJ","2215","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","S2","4380","1234567","1","RAJ","2240","IST","2017-03-26T00:00:00","2017-10-28T00:00:00"
"BOM","6E","802","1234567","1","RPR","905","IST","2017-03-26T00:00:00","2017-06-30T00:00:00"
"BOM","9W","378","123456","1","RPR","1050","IST","2017-03-26T00:00:00","2017-10-28T00:00:00"
"BOM","9W","378","1234567","1","RPR","1050","IST","2017-12-03T00:00:00","2018-02-17T00:00:00"
"BOM","S2","4378","1234567","1","RPR","1050","IST","2017-10-29T00:00:00","2017-12-02T00:00:00"
"BOM","S2","4378","1234567","1","RPR","1050","IST","2018-02-18T00:00:00","2018-03-24T00:00:00"
"BOM","9W","377","7","1","RPR","1110","IST","2017-03-26T00:00:00","2017-10-22T00:00:00"
"BOM","6E","802","1234567","1","RPR","1335","IST","2017-07-01T00:00:00","2017-10-28T00:00:00"
"BOM","6E","0802","1234567","1","RPR","1345","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","6E","0264","7","1","RPR","1445","IST","2017-10-29T00:00:00","2018-03-18T00:00:00"
"BOM","6E","0804","1234567","1","RPR","1845","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","6E","804","1234567","1","RPR","1845","IST","2017-07-01T00:00:00","2017-10-28T00:00:00"
"BOM","9I","654","357","1","SAG","1105","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","9I","654","1246","1","SAG","1725","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","9I","652","357","1","STV","755","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","SG","2683","1234567","1","STV","850","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","G8","386","1234567","1","SXR","1125","IST","2017-05-01T00:00:00","2017-09-30T00:00:00"
"BOM","G8","287","1234567","1","SXR","1815","IST","2017-05-01T00:00:00","2017-10-28T00:00:00"
"BOM","G8","287","1234567","1","SXR","1815","IST","2017-03-26T00:00:00","2017-04-30T00:00:00"
"BOM","G8","287","1234567","1","SXR","1815","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","6E","0559","1234567","1","SXR","1820","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","6E","559","1234567","1","SXR","1820","IST","2017-03-26T00:00:00","2017-10-28T00:00:00"
"BOM","9W","389","1234567","1","TRV","1145","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","9W","389","1234567","1","TRV","1150","IST","2017-03-26T00:00:00","2017-10-28T00:00:00"
"BOM","6E","176","12345","1","TRV","1220","IST","2017-03-26T00:00:00","2017-03-31T00:00:00"
"BOM","6E","176","1234567","1","TRV","1255","IST","2017-05-01T00:00:00","2017-10-28T00:00:00"
"BOM","6E","176","1234567","1","TRV","1255","IST","2017-04-03T00:00:00","2017-04-30T00:00:00"
"BOM","6E","176","67","1","TRV","1255","IST","2017-03-26T00:00:00","2017-04-02T00:00:00"
"BOM","6E","0176","1234567","1","TRV","1300","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","AI","0668","1234567","1","TRV","2225","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","AI","668","1234567","1","TRV","2225","IST","2017-03-26T00:00:00","2017-10-28T00:00:00"
"BOM","9W","2094","1234567","1","UDR","820","IST","2017-03-26T00:00:00","2017-10-28T00:00:00"
"BOM","9W","2094","1234567","1","UDR","825","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","6E","0748","1234567","1","UDR","1135","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","6E","748","1234567","1","UDR","1135","IST","2017-03-26T00:00:00","2017-10-28T00:00:00"
"BOM","6E","753","1234567","1","UDR","1635","IST","2017-03-26T00:00:00","2017-10-28T00:00:00"
"BOM","SG","635","1234567","1","UDR","1635","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","6E","0753","1234567","1","UDR","1645","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","AI","0644","1234567","1","UDR","1750","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","AI","644","6","1","UDR","1750","IST","2017-03-26T00:00:00","2017-04-30T00:00:00"
"BOM","AI","644","23457","1","UDR","1750","IST","2017-03-26T00:00:00","2017-04-30T00:00:00"
"BOM","AI","644","1234567","1","UDR","1750","IST","2017-05-01T00:00:00","2017-10-28T00:00:00"
"BOM","9W","2074","1234567","1","UDR","1935","IST","2017-03-26T00:00:00","2017-10-28T00:00:00"
"BOM","9W","2074","1234567","1","UDR","1935","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","6E","711","1234567","1","VNS","1200","IST","2017-03-26T00:00:00","2017-05-31T00:00:00"
"BOM","6E","711","1234567","1","VNS","1225","IST","2017-06-01T00:00:00","2017-10-28T00:00:00"
"BOM","6E","0711","1234567","1","VNS","1240","IST","2017-10-29T00:00:00","2017-11-30T00:00:00"
"BOM","6E","0711","1234567","1","VNS","1240","IST","2018-02-16T00:00:00","2018-03-24T00:00:00"
"BOM","AI","696","1234567","1","VNS","1515","IST","2017-06-01T00:00:00","2017-10-28T00:00:00"
"BOM","AI","0696","1234567","1","VNS","1540","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","6E","579","1234567","1","VNS","1615","IST","2017-06-01T00:00:00","2017-10-28T00:00:00"
"BOM","6E","0579","1234567","1","VNS","1715","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","AI","696","1234567","1","VNS","2000","IST","2017-03-26T00:00:00","2017-04-30T00:00:00"
"BOM","SG","703","1234567","1","VNS","2205","IST","2017-03-26T00:00:00","2017-10-28T00:00:00"
"BOM","SG","703","1234567","1","VNS","2205","IST","2017-10-29T00:00:00","2018-02-10T00:00:00"
"BOM","SG","703","1234567","1","VNS","2210","IST","2018-02-11T00:00:00","2018-03-24T00:00:00"
"BOM","AI","652","234567","1","VTZ","1445","IST","2017-03-26T00:00:00","2017-06-30T00:00:00"
"BOM","9W","980","1234567","1","VTZ","1535","IST","2017-03-26T00:00:00","2017-10-28T00:00:00"
"BOM","9W","980","1234567","1","VTZ","1535","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","AI","0651","1234567","1","VTZ","1610","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","AI","651","1234567","1","VTZ","1610","IST","2017-07-01T00:00:00","2017-10-28T00:00:00"
"BOM","6E","579","1234567","1","VTZ","1615","IST","2017-03-26T00:00:00","2017-05-31T00:00:00"
"BOM","6E","0926","1234567","2","AMD","140","IST","2017-10-30T00:00:00","2018-03-24T00:00:00"
"BOM","9W","2001","1234567","2","AMD","235","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","9W","2001","1234567","2","AMD","235","IST","2017-03-26T00:00:00","2017-10-28T00:00:00"
"BOM","S2","4329","1234567","2","AMD","520","IST","2017-03-26T00:00:00","2017-10-28T00:00:00"
"BOM","S2","4329","1234567","2","AMD","520","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","6E","0213","1234567","2","AMD","735","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","6E","213","1234567","2","AMD","735","IST","2017-03-26T00:00:00","2017-10-28T00:00:00"
"BOM","G8","365","1234567","2","AMD","745","IST","2017-03-26T00:00:00","2017-10-28T00:00:00"
"BOM","G8","365","1234567","2","AMD","745","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","9W","314","1234567","2","AMD","800","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","9W","314","123457","2","AMD","810","IST","2017-03-26T00:00:00","2017-10-28T00:00:00"
"BOM","9W","314","6","2","AMD","810","IST","2017-03-26T00:00:00","2017-10-28T00:00:00"
"BOM","UK","939","123456","2","AMD","1150","IST","2017-05-01T00:00:00","2017-10-28T00:00:00"
"BOM","6E","181","123456","2","AMD","1210","IST","2017-03-26T00:00:00","2017-10-28T00:00:00"
"BOM","6E","0181","123456","2","AMD","1220","IST","2017-10-30T00:00:00","2018-03-24T00:00:00"
"BOM","6E","324","1234567","2","AMD","1455","IST","2017-03-26T00:00:00","2017-06-30T00:00:00"
"BOM","6E","0215","1234567","2","AMD","1630","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","6E","215","1234567","2","AMD","1650","IST","2017-03-26T00:00:00","2017-10-28T00:00:00"
"BOM","SG","635","1234567","2","AMD","1710","IST","2017-05-01T00:00:00","2017-10-28T00:00:00"
"BOM","SG","635","1234567","2","AMD","1710","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","9W","914","1234567","2","AMD","1710","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","9W","914","1234567","2","AMD","1735","IST","2017-03-26T00:00:00","2017-10-28T00:00:00"
"BOM","6E","243","1234567","2","AMD","1755","IST","2017-05-01T00:00:00","2017-10-28T00:00:00"
"BOM","6E","0361","1234567","2","AMD","1755","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","6E","243","1234567","2","AMD","1815","IST","2017-03-26T00:00:00","2017-04-30T00:00:00"
"BOM","G8","569","1234567","2","AMD","1925","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","G8","320","1234567","2","AMD","1935","IST","2017-05-01T00:00:00","2017-10-28T00:00:00"
"BOM","6E","639","1234567","2","AMD","1950","IST","2017-03-26T00:00:00","2017-10-28T00:00:00"
"BOM","6E","0639","1234567","2","AMD","1950","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","6E","433","1234567","2","AMD","2100","IST","2017-03-26T00:00:00","2017-10-28T00:00:00"
"BOM","6E","6433","1234567","2","AMD","2105","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","9W","385","1234567","2","AMD","2110","IST","2017-03-26T00:00:00","2017-10-28T00:00:00"
"BOM","9W","637","1234567","2","AMD","2125","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","G8","412","1234567","2","AMD","2210","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","G8","363","1234567","2","AMD","2210","IST","2017-03-26T00:00:00","2017-03-31T00:00:00"
"BOM","SG","637","1234567","2","AMD","2240","IST","2017-03-26T00:00:00","2017-10-28T00:00:00"
"BOM","SG","637","1234567","2","AMD","2240","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","AI","0649","67","2","ATQ","715","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","AI","649","67","2","ATQ","715","IST","2017-03-26T00:00:00","2017-10-28T00:00:00"
"BOM","SG","438","1234567","2","ATQ","1010","IST","2017-03-26T00:00:00","2017-10-28T00:00:00"
"BOM","SG","438","1234567","2","ATQ","1010","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","6E","449","1234567","2","ATQ","1035","IST","2017-03-26T00:00:00","2017-10-28T00:00:00"
"BOM","6E","0453","1234567","2","ATQ","1045","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","UK","735","1234567","2","ATQ","1310","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","UK","735","1234567","2","ATQ","1310","IST","2017-03-26T00:00:00","2017-10-28T00:00:00"
"BOM","6E","533","1234567","2","BBI","1020","IST","2017-03-26T00:00:00","2017-10-28T00:00:00"
"BOM","6E","0533","1234567","2","BBI","1020","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","AI","669","1234567","2","BBI","1110","IST","2017-05-01T00:00:00","2017-10-28T00:00:00"
"BOM","AI","669","123567","2","BBI","1110","IST","2017-03-26T00:00:00","2017-05-31T00:00:00"
"BOM","AI","0669","1234567","2","BBI","1200","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","G8","244","1234567","2","BBI","1600","IST","2017-05-01T00:00:00","2017-10-28T00:00:00"
"BOM","G8","244","1234567","2","BBI","1640","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","6E","0598","1234567","2","BBI","1655","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","6E","598","1234567","2","BBI","1655","IST","2017-03-26T00:00:00","2017-10-28T00:00:00"
"BOM","G8","244","1234567","2","BBI","1700","IST","2017-03-26T00:00:00","2017-04-30T00:00:00"
"BOM","9W","622","1234567","2","BDQ","525","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","9W","341","1234567","2","BDQ","530","IST","2017-03-26T00:00:00","2017-10-28T00:00:00"
"BOM","6E","567","1234567","2","BDQ","625","IST","2017-07-01T00:00:00","2017-10-28T00:00:00"
"BOM","6E","0567","1234567","2","BDQ","625","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","9W","349","1234567","2","BDQ","855","IST","2017-10-29T00:00:00","2017-12-02T00:00:00"
"BOM","9W","349","1234567","2","BDQ","855","IST","2018-02-18T00:00:00","2018-03-24T00:00:00"
"BOM","S2","4349","1234567","2","BDQ","855","IST","2017-12-03T00:00:00","2018-02-17T00:00:00"
"BOM","9W","349","1234567","2","BDQ","935","IST","2017-03-26T00:00:00","2017-10-28T00:00:00"
"BOM","6E","567","1234567","2","BDQ","950","IST","2017-03-26T00:00:00","2017-06-30T00:00:00"
"BOM","9W","460","1234567","2","BDQ","1400","IST","2017-03-26T00:00:00","2017-10-28T00:00:00"
"BOM","9W","460","1234567","2","BDQ","1400","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","6E","0339","1234567","2","BDQ","1510","IST","2017-12-01T00:00:00","2018-02-15T00:00:00"
"BOM","6E","339","1234567","2","BDQ","1515","IST","2017-03-26T00:00:00","2017-10-28T00:00:00"
"BOM","6E","0339","1234567","2","BDQ","1530","IST","2017-10-29T00:00:00","2017-11-30T00:00:00"
"BOM","6E","0339","1234567","2","BDQ","1530","IST","2018-02-16T00:00:00","2018-03-24T00:00:00"
"BOM","S2","4343","134567","2","BDQ","1920","IST","2017-03-26T00:00:00","2017-10-28T00:00:00"
"BOM","9W","343","2","2","BDQ","1920","IST","2017-03-26T00:00:00","2017-10-28T00:00:00"
"BOM","S2","4343","2","2","BDQ","1940","IST","2017-10-31T00:00:00","2018-03-20T00:00:00"
"BOM","S2","4343","134567","2","BDQ","1940","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","9W","2535","1234567","2","BHJ","610","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","9W","2535","1234567","2","BHJ","615","IST","2017-03-26T00:00:00","2017-10-28T00:00:00"
"BOM","9I","625","1246","2","BHJ","635","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","9W","316","1234567","2","BHJ","1420","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","9W","340","1234567","2","BHJ","1525","IST","2017-03-26T00:00:00","2017-03-31T00:00:00"
"BOM","S2","4621","123456","2","BHO","555","IST","2017-03-26T00:00:00","2017-10-28T00:00:00"
"BOM","9W","377","7","2","BHO","555","IST","2017-03-26T00:00:00","2017-10-22T00:00:00"
"BOM","S2","4621","1234567","2","BHO","555","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","AI","0633","1234567","2","BHO","600","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","AI","633","1234567","2","BHO","600","IST","2017-03-26T00:00:00","2017-10-28T00:00:00"
"BOM","AI","631","1234567","2","BHO","1940","IST","2017-05-01T00:00:00","2017-10-28T00:00:00"
"BOM","AI","0631","1234567","2","BHO","1940","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","9I","651","357","2","BHU","1750","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","9I","651","1246","2","BHU","1750","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","6E","0848","1234567","2","BLR","10","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","9W","381","1234567","2","BLR","215","IST","2017-12-03T00:00:00","2018-02-17T00:00:00"
"BOM","S2","4381","1234567","2","BLR","300","IST","2017-03-26T00:00:00","2017-10-28T00:00:00"
"BOM","9W","381","1234567","2","BLR","305","IST","2017-10-29T00:00:00","2017-12-02T00:00:00"
"BOM","9W","381","1234567","2","BLR","305","IST","2018-02-18T00:00:00","2018-03-24T00:00:00"
"BOM","9W","411","1234567","2","BLR","600","IST","2017-03-26T00:00:00","2017-04-30T00:00:00"
"BOM","G8","317","1234567","2","BLR","605","IST","2017-03-26T00:00:00","2017-10-28T00:00:00"
"BOM","6E","199","1234567","2","BLR","605","IST","2017-03-26T00:00:00","2017-10-28T00:00:00"
"BOM","G8","517","1234567","2","BLR","605","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","6E","0199","1234567","2","BLR","605","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","AI","0603","1357","2","BLR","615","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","AI","0603","246","2","BLR","615","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","AI","603","1234567","2","BLR","615","IST","2017-03-26T00:00:00","2017-04-30T00:00:00"
"BOM","9W","411","234567","2","BLR","630","IST","2017-05-02T00:00:00","2017-10-28T00:00:00"
"BOM","9W","411","1","2","BLR","630","IST","2017-05-01T00:00:00","2017-10-28T00:00:00"
"BOM","9W","411","1234567","2","BLR","630","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","SG","497","1234567","2","BLR","715","IST","2017-03-26T00:00:00","2017-04-30T00:00:00"
"BOM","6E","715","1234567","2","BLR","725","IST","2017-03-26T00:00:00","2017-10-28T00:00:00"
"BOM","6E","0715","1234567","2","BLR","730","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","SG","497","1234567","2","BLR","820","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","SG","497","1234567","2","BLR","825","IST","2017-05-01T00:00:00","2017-10-28T00:00:00"
"BOM","9W","397","1234567","2","BLR","825","IST","2017-03-26T00:00:00","2017-04-30T00:00:00"
"BOM","9W","397","1234567","2","BLR","840","IST","2017-05-01T00:00:00","2017-10-28T00:00:00"
"BOM","9W","397","1234567","2","BLR","850","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","AI","0639","1234567","2","BLR","920","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","AI","639","1234567","2","BLR","920","IST","2017-05-01T00:00:00","2017-10-28T00:00:00"
"BOM","6E","236","1234567","2","BLR","930","IST","2017-05-01T00:00:00","2017-10-28T00:00:00"
"BOM","6E","0236","1234567","2","BLR","930","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","S2","4056","2","2","BLR","945","IST","2017-10-31T00:00:00","2018-03-20T00:00:00"
"BOM","S2","4056","2","2","BLR","950","IST","2017-05-01T00:00:00","2017-10-28T00:00:00"
"BOM","S2","4056","134567","2","BLR","1005","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","S2","4056","134567","2","BLR","1025","IST","2017-05-01T00:00:00","2017-10-28T00:00:00"
"BOM","6E","6939","134567","2","BLR","1230","IST","2017-05-01T00:00:00","2017-10-28T00:00:00"
"BOM","6E","6939","134567","2","BLR","1240","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","SG","634","134567","2","BLR","1255","IST","2017-05-01T00:00:00","2017-10-28T00:00:00"
"BOM","6E","6939","2","2","BLR","1330","IST","2017-05-02T00:00:00","2017-10-24T00:00:00"
"BOM","6E","6939","2","2","BLR","1330","IST","2017-10-31T00:00:00","2018-03-20T00:00:00"
"BOM","9W","394","1234567","2","BLR","1335","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","9W","394","1234567","2","BLR","1335","IST","2017-05-01T00:00:00","2017-10-28T00:00:00"
"BOM","G8","382","1234567","2","BLR","1430","IST","2017-05-01T00:00:00","2017-10-28T00:00:00"
"BOM","G8","323","1234567","2","BLR","1430","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","9W","415","1234567","2","BLR","1455","IST","2017-05-01T00:00:00","2017-10-28T00:00:00"
"BOM","9W","415","1234567","2","BLR","1515","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","9W","415","1234567","2","BLR","1525","IST","2017-03-26T00:00:00","2017-04-30T00:00:00"
"BOM","6E","3177","1234567","2","BLR","1545","IST","2017-05-01T00:00:00","2017-10-28T00:00:00"
"BOM","6E","3177","1234567","2","BLR","1545","IST","2017-03-26T00:00:00","2017-04-30T00:00:00"
"BOM","6E","3177","1234567","2","BLR","1545","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","9W","413","1234567","2","BLR","1550","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","9W","413","1234567","2","BLR","1550","IST","2017-03-26T00:00:00","2017-10-28T00:00:00"
"BOM","AI","0607","1234567","2","BLR","1640","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","AI","607","1234567","2","BLR","1650","IST","2017-03-26T00:00:00","2017-04-30T00:00:00"
"BOM","AI","607","1234567","2","BLR","1650","IST","2017-05-01T00:00:00","2017-10-28T00:00:00"
"BOM","6E","5533","1234567","2","BLR","1705","IST","2017-03-26T00:00:00","2017-04-30T00:00:00"
"BOM","6E","5533","134567","2","BLR","1705","IST","2017-05-01T00:00:00","2017-10-28T00:00:00"
"BOM","6E","5533","134567","2","BLR","1720","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","6E","0463","123456","2","BLR","1740","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","6E","463","1234567","2","BLR","1740","IST","2017-03-26T00:00:00","2017-10-28T00:00:00"
"BOM","6E","0463","7","2","BLR","1745","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","9W","483","1234567","2","BLR","1800","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","9W","483","1234567","2","BLR","1800","IST","2017-03-26T00:00:00","2017-10-28T00:00:00"
"BOM","SG","415","1234567","2","BLR","1805","IST","2017-03-26T00:00:00","2017-10-28T00:00:00"
"BOM","SG","415","1234567","2","BLR","1805","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","S2","4178","1234567","2","BLR","1840","IST","2017-05-01T00:00:00","2017-10-28T00:00:00"
"BOM","S2","4178","1234567","2","BLR","1840","IST","2017-03-26T00:00:00","2017-04-30T00:00:00"
"BOM","9W","2178","1234567","2","BLR","1905","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","6E","0799","1234567","2","BLR","1910","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","6E","799","1234567","2","BLR","1910","IST","2017-03-26T00:00:00","2017-10-28T00:00:00"
"BOM","AI","609","1234567","2","BLR","2015","IST","2017-03-26T00:00:00","2017-10-28T00:00:00"
"BOM","AI","0609","1234567","2","BLR","2015","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","9W","477","123457","2","BLR","2020","IST","2017-10-29T00:00:00","2018-03-23T00:00:00"
"BOM","9W","477","6","2","BLR","2020","IST","2017-04-01T00:00:00","2017-10-28T00:00:00"
"BOM","9W","477","123457","2","BLR","2020","IST","2017-03-26T00:00:00","2017-10-28T00:00:00"
"BOM","6E","949","1234567","2","BLR","2030","IST","2017-03-26T00:00:00","2017-10-28T00:00:00"
"BOM","6E","0949","1234567","2","BLR","2035","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","G8","396","1234567","2","BLR","2055","IST","2017-03-26T00:00:00","2017-10-28T00:00:00"
"BOM","G8","396","1234567","2","BLR","2100","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","6E","0825","1234567","2","BLR","2130","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","6E","825","1234567","2","BLR","2130","IST","2017-03-26T00:00:00","2017-10-28T00:00:00"
"BOM","9W","495","1234567","2","BLR","2135","IST","2017-03-26T00:00:00","2017-10-28T00:00:00"
"BOM","9W","495","1234567","2","BLR","2140","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","6E","0565","1234567","2","BLR","2230","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","6E","565","1234567","2","BLR","2230","IST","2017-03-26T00:00:00","2017-10-28T00:00:00"
"BOM","G8","525","1234567","2","BLR","2240","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","G8","247","1234567","2","BLR","2250","IST","2017-03-26T00:00:00","2017-04-30T00:00:00"
"BOM","AI","0581","1234567","2","CCJ","705","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","AI","581","1234567","2","CCJ","710","IST","2017-03-26T00:00:00","2017-10-28T00:00:00"
"BOM","9W","421","1234567","2","CCJ","855","IST","2017-03-26T00:00:00","2017-10-28T00:00:00"
"BOM","9W","421","1234567","2","CCJ","1200","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","6E","129","1234567","2","CCJ","2015","IST","2017-03-26T00:00:00","2017-10-28T00:00:00"
"BOM","6E","0129","1234567","2","CCJ","2020","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","6E","0982","1234567","2","CCU","15","IST","2017-10-30T00:00:00","2018-03-24T00:00:00"
"BOM","9W","484","1234567","2","CCU","225","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","9W","484","1234567","2","CCU","230","IST","2017-03-26T00:00:00","2017-10-28T00:00:00"
"BOM","SG","876","5","2","CCU","555","IST","2017-11-24T00:00:00","2017-11-24T00:00:00"
"BOM","SG","876","1234567","2","CCU","555","IST","2017-11-25T00:00:00","2018-02-09T00:00:00"
"BOM","9W","619","1234567","2","CCU","605","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","9W","619","1234567","2","CCU","605","IST","2017-03-26T00:00:00","2017-10-28T00:00:00"
"BOM","AI","675","1234567","2","CCU","610","IST","2017-03-26T00:00:00","2017-10-28T00:00:00"
"BOM","AI","0675","1234567","2","CCU","610","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","9W","615","1234567","2","CCU","705","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","9W","615","1234567","2","CCU","705","IST","2017-03-26T00:00:00","2017-10-28T00:00:00"
"BOM","6E","6749","1234567","2","CCU","735","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","6E","6227","1234567","2","CCU","740","IST","2017-03-26T00:00:00","2017-10-28T00:00:00"
"BOM","9W","629","1234567","2","CCU","815","IST","2017-03-26T00:00:00","2017-10-28T00:00:00"
"BOM","9W","629","1234567","2","CCU","820","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","6E","0321","1234567","2","CCU","915","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","6E","321","1234567","2","CCU","915","IST","2017-03-26T00:00:00","2017-10-28T00:00:00"
"BOM","6E","323","1234567","2","CCU","1130","IST","2017-03-26T00:00:00","2017-10-28T00:00:00"
"BOM","6E","0323","1234567","2","CCU","1130","IST","2017-10-29T00:00:00","2018-03-24T00:00:00"
"BOM","9W","623","1234567","2","CCU","1255","IST","2017-03-26T00:00:00","2017-10-28T00:00:00"
